299	PONTOPPIDAN	P	11	2012-06-27 13:44:14	2012-06-27 13:44:14
300	1763	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
301	RECURVIROSTRA	R	13	2012-06-27 13:44:14	2012-06-27 13:44:14
302	AVOSETTA	A	8	2012-06-27 13:44:14	2012-06-27 13:44:14
303	PHALAROPUS	P	10	2012-06-27 13:44:14	2012-06-27 13:44:14
304	TRICOLOR	T	8	2012-06-27 13:44:14	2012-06-27 13:44:14
305	BURHINUS	B	8	2012-06-27 13:44:14	2012-06-27 13:44:14
306	OEDICNEMUS	O	10	2012-06-27 13:44:14	2012-06-27 13:44:14
307	CURSORIUS	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
308	CURSOR	C	6	2012-06-27 13:44:14	2012-06-27 13:44:14
309	LATHAM	L	6	2012-06-27 13:44:14	2012-06-27 13:44:14
310	1787	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
311	STERCORARIUS	S	12	2012-06-27 13:44:14	2012-06-27 13:44:14
312	POMARINUS	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
313	LARUS	L	5	2012-06-27 13:44:14	2012-06-27 13:44:14
314	GLAUCOIDES	G	10	2012-06-27 13:44:14	2012-06-27 13:44:14
315	MEYER	M	5	2012-06-27 13:44:14	2012-06-27 13:44:14
316	1822	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
317	RIDIBUNDUS	R	10	2012-06-27 13:44:14	2012-06-27 13:44:14
318	MINUTUS	M	7	2012-06-27 13:44:14	2012-06-27 13:44:14
319	RHODOSTETHIA	R	12	2012-06-27 13:44:14	2012-06-27 13:44:14
320	ROSEA	R	5	2012-06-27 13:44:14	2012-06-27 13:44:14
321	MACGILLIVRAY	M	12	2012-06-27 13:44:14	2012-06-27 13:44:14
322	1824	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
323	STERNA	S	6	2012-06-27 13:44:14	2012-06-27 13:44:14
324	PARADISAEA	P	10	2012-06-27 13:44:14	2012-06-27 13:44:14
325	ANAETHETUS	A	10	2012-06-27 13:44:14	2012-06-27 13:44:14
326	1786	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
327	ALLE	A	4	2012-06-27 13:44:14	2012-06-27 13:44:14
328	FRATERCULA	F	10	2012-06-27 13:44:14	2012-06-27 13:44:14
329	ARCTICA	A	7	2012-06-27 13:44:14	2012-06-27 13:44:14
330	SYRRHAPTES	S	10	2012-06-27 13:44:14	2012-06-27 13:44:14
331	PARADOXUS	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
332	1773	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
333	COLUMBA	C	7	2012-06-27 13:44:14	2012-06-27 13:44:14
334	LIVIA	L	5	2012-06-27 13:44:14	2012-06-27 13:44:14
335	AEGOLIUS	A	8	2012-06-27 13:44:14	2012-06-27 13:44:14
336	FUNEREUS	F	8	2012-06-27 13:44:14	2012-06-27 13:44:14
337	JYNX	J	4	2012-06-27 13:44:14	2012-06-27 13:44:14
338	TORQUILLA	T	9	2012-06-27 13:44:14	2012-06-27 13:44:14
339	TOXOSTOMA	T	9	2012-06-27 13:44:14	2012-06-27 13:44:14
340	LONGIROSTRE	L	11	2012-06-27 13:44:14	2012-06-27 13:44:14
341	LAFRESNAYE	L	10	2012-06-27 13:44:14	2012-06-27 13:44:14
342	1838	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
343	REDIVIVUM	R	9	2012-06-27 13:44:14	2012-06-27 13:44:14
344	1845	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
345	OREOSCOPTES	O	11	2012-06-27 13:44:14	2012-06-27 13:44:14
346	MONTANUS	M	8	2012-06-27 13:44:14	2012-06-27 13:44:14
347	TOWNSEND	T	8	2012-06-27 13:44:14	2012-06-27 13:44:14
348	1837	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
349	MUSCICAPA	M	9	2012-06-27 13:44:14	2012-06-27 13:44:14
350	SIBIRICA	S	8	2012-06-27 13:44:14	2012-06-27 13:44:14
351	CETTIA	C	6	2012-06-27 13:44:14	2012-06-27 13:44:14
352	DIPHONE	D	7	2012-06-27 13:44:14	2012-06-27 13:44:14
353	KITTLITZ	K	8	2012-06-27 13:44:14	2012-06-27 13:44:14
354	CLYTORHYNCHUS	C	13	2012-06-27 13:44:14	2012-06-27 13:44:14
355	VITIENSIS	V	9	2012-06-27 13:44:14	2012-06-27 13:44:14
