727379	Limosa lapponica (Linnaeus, 1758)	LIMOSA LAPPONICA (LINNAEUS, 1758)	153	1	334416872066905455930485170429844594746	2012-03-02 10:45:07	2012-03-02 10:45:07
727399	Limicola falcinellus (Pontoppidan, 1763)	LIMICOLA FALCINELLUS (PONTOPPIDAN, 1763)	154	1	159383587777726814957331166483109543269	2012-03-02 10:45:07	2012-03-02 10:45:07
727403	Recurvirostra avosetta Linnaeus, 1758	RECURVIROSTRA AVOSETTA LINNAEUS, 1758	155	1	106713368096794650151147418041719601137	2012-03-02 10:45:07	2012-03-02 10:45:07
727411	Phalaropus tricolor (Vieillot, 1819)	PHALAROPUS TRICOLOR (VIEILLOT, 1819)	156	1	35713758595914296175539814712885140404	2012-03-02 10:45:07	2012-03-02 10:45:07
727415	Burhinus oedicnemus (Linnaeus, 1758)	BURHINUS OEDICNEMUS (LINNAEUS, 1758)	157	1	239957748062731525033298314216847820038	2012-03-02 10:45:07	2012-03-02 10:45:07
727427	Cursorius cursor (Latham, 1787)	CURSORIUS CURSOR (LATHAM, 1787)	158	1	117084397584033834153738813051274696346	2012-03-02 10:45:07	2012-03-02 10:45:07
727443	Stercorarius pomarinus (Temminck, 1815)	STERCORARIUS POMARINUS (TEMMINCK, 1815)	159	1	279716681697793820137814215031986959281	2012-03-02 10:45:07	2012-03-02 10:45:07
727447	Larus glaucoides Meyer, 1822	LARUS GLAUCOIDES MEYER, 1822	160	1	307843413360183291652371088211152614950	2012-03-02 10:45:07	2012-03-02 10:45:07
727459	Larus ridibundus Linnaeus, 1766	LARUS RIDIBUNDUS LINNAEUS, 1766	161	1	31919467129562034716387398813059779744	2012-03-02 10:45:07	2012-03-02 10:45:07
727463	Larus minutus Pallas, 1776	LARUS MINUTUS PALLAS, 1776	162	1	16846973576391666610168192999339890838	2012-03-02 10:45:07	2012-03-02 10:45:07
727487	Rhodostethia rosea (MacGillivray, 1824)	RHODOSTETHIA ROSEA (MACGILLIVRAY, 1824)	163	1	6829239445617692269019823064862299082	2012-03-02 10:45:07	2012-03-02 10:45:07
727499	Sterna paradisaea Pontoppidan, 1763	STERNA PARADISAEA PONTOPPIDAN, 1763	164	1	284684304102184446021107878442086777878	2012-03-02 10:45:07	2012-03-02 10:45:07
727503	Sterna anaethetus Scopoli, 1786	STERNA ANAETHETUS SCOPOLI, 1786	165	1	92250437897959694821887857282742260274	2012-03-02 10:45:07	2012-03-02 10:45:07
727543	Alle alle (Linnaeus, 1758)	ALLE ALLE (LINNAEUS, 1758)	166	1	12155838903467698866986082896047641095	2012-03-02 10:45:07	2012-03-02 10:45:07
727559	Fratercula arctica (Linnaeus, 1758)	FRATERCULA ARCTICA (LINNAEUS, 1758)	167	1	274092172297679274465075186163786433082	2012-03-02 10:45:07	2012-03-02 10:45:07
727563	Syrrhaptes paradoxus (Pallas, 1773)	SYRRHAPTES PARADOXUS (PALLAS, 1773)	168	1	140459603197107234612136843996610180691	2012-03-02 10:45:07	2012-03-02 10:45:07
727579	Columba livia Gmelin, 1789	COLUMBA LIVIA GMELIN, 1789	169	1	54853035860288157644220671665542511228	2012-03-02 10:45:07	2012-03-02 10:45:07
728051	Aegolius funereus (Linnaeus, 1758)	AEGOLIUS FUNEREUS (LINNAEUS, 1758)	170	1	58057999172248047795169563739977658413	2012-03-02 10:45:07	2012-03-02 10:45:07
